Time,"Acpitz,0","Acpitz,1",PackageId0,"Core0,Pkg0","Core1,Pkg0","Core2,Pkg0","Core3,Pkg0",Avg,Core 0,Core 1,Core 2,Core 3,package-0,"core,Pkg0","uncore,Pkg0","dram,Pkg0"
2022-02-24_01:12:59,27.8,29.8,48.0,38.0,37.0,37.0,48.0,30.5,13.3,3.3,10.0,100.0,42.9,29.7,0,6.5
2022-02-24_01:13:02,27.8,29.8,49.0,38.0,36.0,36.0,49.0,26.1,2.4,1.0,1.0,100.0,29.3,17.2,0,3.7
2022-02-24_01:13:04,27.8,29.8,48.0,36.0,37.0,36.0,48.0,25.9,1.9,3.8,1.0,97.6,29.3,17.2,0,3.7
2022-02-24_01:13:06,27.8,29.8,47.0,39.0,47.0,38.0,39.0,26.7,4.3,100.0,0.5,1.9,30.2,17.9,0,3.7
2022-02-24_01:13:08,27.8,29.8,47.0,38.0,47.0,37.0,37.0,26.0,1.4,100.0,1.0,1.0,29.7,17.5,0,3.7
2022-02-24_01:13:10,27.8,29.8,44.0,37.0,37.0,44.0,38.0,26.5,2.4,47.1,55.1,1.9,29.9,17.7,0,3.8
2022-02-24_01:13:12,27.8,29.8,44.0,37.0,38.0,45.0,40.0,26.9,5.1,0.5,100.0,2.9,29.6,17.4,0,3.7
2022-02-24_01:13:14,27.8,29.8,45.0,38.0,38.0,37.0,45.0,27.6,6.1,1.9,93.3,9.6,30.1,17.9,0,3.8
2022-02-24_01:13:16,27.8,29.8,47.0,37.0,36.0,37.0,47.0,26.0,1.0,1.0,1.4,100.0,29.2,17.1,0.0,3.7
2022-02-24_01:13:18,27.8,29.8,47.0,37.0,37.0,38.0,47.0,25.9,1.4,1.0,2.4,100.0,29.2,17.2,0.0,3.7
2022-02-24_01:13:20,27.8,29.8,49.0,38.0,38.0,47.0,49.0,39.8,1.5,1.0,55.8,99.5,36.3,24.6,0.0,3.9
2022-02-24_01:13:22,27.8,29.8,49.0,38.0,38.0,47.0,50.0,50.9,2.4,1.0,99.5,99.5,42.1,30.9,0.0,3.9
2022-02-24_01:13:24,27.8,29.8,50.0,48.0,39.0,38.0,50.0,50.5,49.3,1.9,53.4,98.1,42.0,30.7,0.0,3.9
2022-02-24_01:13:27,27.8,29.8,47.0,37.0,37.0,36.0,47.0,27.1,2.0,60.7,2.4,42.0,30.2,18.0,0.0,4.0
2022-02-24_01:13:29,27.8,29.8,46.0,38.0,38.0,38.0,47.0,25.8,1.4,1.0,0.5,100.0,29.3,17.2,0.0,3.7
2022-02-24_01:13:31,27.8,29.8,48.0,37.0,38.0,37.0,48.0,26.1,1.4,1.4,1.0,100.0,29.4,17.3,0.0,3.7
2022-02-24_01:13:33,27.8,29.8,48.0,36.0,37.0,37.0,48.0,24.6,1.0,1.4,9.6,87.0,28.7,16.7,0.0,3.8
2022-02-24_01:13:35,27.8,29.8,47.0,37.0,38.0,37.0,47.0,26.1,1.0,2.4,1.0,100.0,29.5,17.3,0.0,3.7
2022-02-24_01:13:37,27.8,29.8,45.0,38.0,36.0,37.0,45.0,26.8,1.9,5.1,0.5,100.0,29.7,17.6,0.0,3.7
2022-02-24_01:13:39,27.8,29.8,44.0,38.0,36.0,36.0,44.0,26.1,2.4,1.4,1.0,99.5,29.5,17.4,0.0,3.6
2022-02-24_01:13:41,27.8,29.8,45.0,45.0,39.0,36.0,40.0,25.9,67.9,0.5,4.3,30.3,29.1,16.7,0.0,4.7
2022-02-24_01:13:43,27.8,29.8,45.0,40.0,45.0,40.0,43.0,42.4,32.5,67.8,1.0,67.9,38.5,26.8,0.0,4.1
2022-02-24_01:13:45,27.8,29.8,45.0,38.0,45.0,37.0,38.0,26.0,1.0,100.0,1.9,1.4,29.7,17.4,0.0,3.7
2022-02-24_01:13:47,27.8,29.8,45.0,39.0,45.0,38.0,38.0,28.6,22.8,75.8,12.1,2.9,31.3,19.1,0.0,4.2
2022-02-24_01:13:49,27.8,29.8,45.0,40.0,45.0,38.0,40.0,26.2,1.9,100.0,1.5,1.0,29.8,17.6,0.0,3.7
2022-02-24_01:13:52,27.8,29.8,47.0,39.0,47.0,37.0,39.0,26.1,1.0,100.0,2.9,0.5,29.8,17.5,0.0,3.7
2022-02-24_01:13:54,27.8,29.8,46.0,37.0,37.0,46.0,40.0,28.3,7.7,14.5,87.1,4.3,30.9,18.6,0.0,3.8
2022-02-24_01:13:56,27.8,29.8,46.0,38.0,38.0,47.0,41.0,26.7,0.0,2.9,100.0,3.4,30.0,17.8,0.0,3.7
2022-02-24_01:13:58,27.8,29.8,47.0,38.0,39.0,47.0,40.0,27.9,8.3,1.0,100.0,1.4,30.9,18.7,0.0,3.8
2022-02-24_01:14:00,27.8,29.8,46.0,38.0,38.0,46.0,40.0,26.6,2.4,1.4,100.0,2.4,29.8,17.6,0.0,3.7
2022-02-24_01:14:02,27.8,29.8,47.0,37.0,38.0,46.0,39.0,27.1,2.9,3.3,99.0,2.9,29.9,17.7,0.0,3.8
2022-02-24_01:14:04,27.8,29.8,45.0,38.0,45.0,38.0,39.0,28.2,2.4,100.0,7.7,2.4,30.8,18.6,0.0,3.8
2022-02-24_01:14:06,27.8,29.8,45.0,39.0,45.0,37.0,39.0,26.9,4.7,100.0,2.4,1.4,29.8,17.5,0.0,3.7
2022-02-24_01:14:08,27.8,29.8,47.0,37.0,37.0,38.0,48.0,28.2,4.3,51.0,8.5,50.2,30.6,18.5,0.0,3.8
2022-02-24_01:14:10,27.8,29.8,49.0,37.0,37.0,36.0,49.0,26.7,4.3,1.0,1.0,100.0,29.7,17.5,0.0,3.7
2022-02-24_01:14:12,27.8,29.8,49.0,45.0,39.0,39.0,49.0,28.6,8.2,3.3,2.9,100.0,30.9,18.8,0.0,3.9
2022-02-24_01:14:14,27.8,29.8,49.0,37.0,37.0,37.0,49.0,26.4,1.4,2.4,1.4,100.0,29.6,17.5,0.0,3.7
2022-02-24_01:14:17,27.8,29.8,48.0,37.0,36.0,38.0,48.0,26.2,1.9,1.9,0.5,100.0,29.5,17.4,0.0,3.7
2022-02-24_01:14:19,27.8,29.8,48.0,39.0,47.0,47.0,39.0,40.1,27.4,30.6,59.1,43.3,36.9,25.2,0.0,4.0
2022-02-24_01:14:21,27.8,29.8,48.0,49.0,41.0,47.0,42.0,51.3,98.1,3.4,100.0,3.4,42.6,31.3,0.0,4.0
2022-02-24_01:14:23,27.8,29.8,48.0,40.0,48.0,39.0,41.0,49.1,90.4,12.9,90.4,2.4,41.4,30.0,0.0,4.0
2022-02-24_01:14:25,27.8,29.8,45.0,37.0,37.0,45.0,42.0,26.7,2.4,60.4,42.2,2.9,30.3,18.0,0.0,3.9
2022-02-24_01:14:27,27.8,29.8,46.0,37.0,37.0,46.0,40.0,25.9,0.0,0.0,100.0,2.4,29.8,17.5,0.0,3.7
2022-02-24_01:14:29,27.8,29.8,45.0,37.0,37.0,45.0,41.0,26.6,0.0,3.3,100.0,3.3,29.7,17.4,0.0,3.7
2022-02-24_01:14:31,27.8,29.8,47.0,47.0,39.0,36.0,40.0,29.5,89.0,7.1,16.6,5.6,31.2,18.9,0.0,3.9
2022-02-24_01:14:33,27.8,29.8,46.0,46.0,38.0,36.0,40.0,26.7,100.0,1.0,3.3,2.4,30.1,17.7,0.0,3.7
2022-02-24_01:14:35,27.8,29.8,47.0,47.0,38.0,36.0,41.0,28.0,100.0,1.4,3.3,7.7,31.1,18.8,0.0,3.8
2022-02-24_01:14:37,27.8,29.8,48.0,48.0,38.0,34.0,40.0,26.1,100.0,1.0,1.4,1.5,30.0,17.7,0.0,3.7
2022-02-24_01:14:39,27.8,29.8,45.0,39.0,44.0,45.0,39.0,27.6,93.2,5.8,8.7,1.9,30.9,18.6,0.0,3.8
2022-02-24_01:14:42,27.8,29.8,46.0,38.0,38.0,45.0,41.0,26.6,1.0,1.9,100.0,3.8,30.0,17.7,0.0,3.7
2022-02-24_01:14:44,27.8,29.8,46.0,36.0,38.0,46.0,42.0,26.4,1.0,1.4,100.0,2.0,29.8,17.6,0.0,3.7
2022-02-24_01:14:46,27.8,29.8,46.0,46.0,39.0,37.0,41.0,27.7,72.9,0.5,34.6,3.4,30.9,18.7,0.0,3.8
2022-02-24_01:14:48,27.8,29.8,46.0,46.0,39.0,34.0,39.0,26.5,100.0,2.9,1.9,0.5,30.2,17.9,0.0,3.8
2022-02-24_01:14:50,27.8,29.8,46.0,38.0,46.0,37.0,38.0,27.9,78.0,25.2,1.9,6.8,31.0,18.7,0.0,3.8
2022-02-24_01:14:52,27.8,29.8,46.0,38.0,46.0,38.0,39.0,26.3,0.5,100.0,1.9,1.0,30.0,17.7,0.0,3.7
2022-02-24_01:14:54,27.8,29.8,44.0,40.0,44.0,37.0,42.0,26.3,1.4,100.0,1.0,2.9,29.8,17.5,0.0,3.7
2022-02-24_01:14:56,27.8,29.8,49.0,36.0,36.0,37.0,50.0,28.6,7.7,36.0,2.4,67.9,30.7,18.6,0.0,3.8
2022-02-24_01:14:58,27.8,29.8,49.0,37.0,37.0,38.0,49.0,27.1,2.9,6.0,1.0,100.0,29.7,17.6,0.0,3.7
2022-02-24_01:15:00,27.8,29.8,47.0,47.0,38.0,36.0,41.0,28.6,21.6,4.7,6.3,81.3,30.7,18.6,0.0,3.8
2022-02-24_01:15:02,27.8,29.8,48.0,37.0,37.0,37.0,49.0,26.2,28.0,1.9,1.4,73.7,29.7,17.5,0.0,3.8
2022-02-24_01:15:04,27.8,29.8,48.0,37.0,38.0,38.0,48.0,26.1,1.0,2.4,1.0,100.0,29.5,17.3,0.0,3.7
2022-02-24_01:15:07,27.8,29.8,50.0,38.0,41.0,48.0,50.0,46.3,21.8,2.4,82.7,77.4,39.9,28.4,0.0,4.0
2022-02-24_01:15:09,27.8,29.8,50.0,37.0,40.0,50.0,49.0,51.6,3.8,2.9,100.0,100.0,42.5,31.3,0.0,4.0
2022-02-24_01:15:11,27.8,29.8,47.0,40.0,47.0,38.0,40.0,42.4,4.4,17.0,84.2,63.5,38.0,26.3,0.0,4.0
2022-02-24_01:15:13,27.8,29.8,47.0,39.0,47.0,37.0,39.0,26.2,1.4,100.0,1.9,1.4,29.9,17.6,0.0,3.7
2022-02-24_01:15:15,27.8,29.8,47.0,38.0,47.0,37.0,38.0,26.2,2.4,100.0,1.0,1.0,29.9,17.6,0.0,3.7
2022-02-24_01:15:17,27.8,29.8,48.0,48.0,39.0,35.0,40.0,28.6,72.0,36.7,2.4,3.8,31.3,19.0,0.0,3.9
2022-02-24_01:15:19,27.8,29.8,47.0,47.0,39.0,35.0,39.0,25.9,100.0,0.0,1.0,1.5,30.1,17.7,0.0,3.7
2022-02-24_01:15:21,27.8,29.8,47.0,37.0,36.0,38.0,47.0,27.2,72.6,3.8,2.9,30.0,30.5,18.1,0.0,3.8
2022-02-24_01:15:23,27.8,29.8,49.0,37.0,38.0,38.0,49.0,26.9,1.9,1.0,4.2,100.0,29.5,17.4,0.0,3.7
2022-02-24_01:15:25,27.8,29.8,50.0,37.0,38.0,36.0,50.0,26.4,2.4,2.4,1.4,100.0,29.4,17.4,0.0,3.7
2022-02-24_01:15:27,27.8,29.8,47.0,38.0,47.0,37.0,39.0,28.0,1.0,77.0,3.4,29.8,30.9,18.7,0.0,3.8
2022-02-24_01:15:29,27.8,29.8,47.0,39.0,46.0,38.0,39.0,26.2,0.5,100.0,1.9,1.9,29.9,17.6,0.0,3.7
2022-02-24_01:15:32,27.8,29.8,49.0,38.0,37.0,39.0,50.0,28.7,10.6,70.5,2.9,31.7,31.2,19.0,0.0,3.9
2022-02-24_01:15:34,27.8,29.8,48.0,37.0,37.0,38.0,48.0,26.2,2.9,1.0,1.4,100.0,29.5,17.3,0.0,3.7
2022-02-24_01:15:36,27.8,29.8,48.0,37.0,36.0,38.0,49.0,26.1,1.5,1.9,0.0,100.0,29.6,17.5,0.0,3.7
2022-02-24_01:15:38,27.8,29.8,46.0,46.0,39.0,36.0,39.0,28.0,90.0,2.4,6.8,12.4,31.1,18.8,0.0,3.8
2022-02-24_01:15:40,27.8,29.8,48.0,48.0,39.0,37.0,39.0,26.4,100.0,0.5,2.9,1.9,30.0,17.7,0.0,3.7
2022-02-24_01:15:42,27.8,29.8,48.0,38.0,36.0,40.0,48.0,27.9,51.9,2.4,8.2,49.3,30.9,18.7,0.0,3.8
2022-02-24_01:15:44,27.8,29.8,49.0,36.0,36.0,39.0,48.0,26.3,1.9,1.4,1.9,100.0,29.6,17.4,0.0,3.7
2022-02-24_01:15:46,27.8,29.8,49.0,37.0,36.0,39.0,47.0,26.1,1.9,0.5,1.0,100.0,29.6,17.5,0.0,3.8
2022-02-24_01:15:48,27.8,29.8,46.0,46.0,39.0,37.0,38.0,28.3,100.0,3.3,8.2,2.4,31.1,18.8,0.0,3.8
2022-02-24_01:15:50,27.8,29.8,48.0,48.0,39.0,36.0,37.0,27.0,100.0,2.9,4.2,1.4,30.0,17.6,0.0,3.7
2022-02-24_01:15:52,27.8,29.8,50.0,48.0,40.0,38.0,50.0,41.5,78.5,24.2,3.3,59.8,37.6,25.9,0.0,4.0
2022-02-24_01:15:54,27.8,29.8,48.0,48.0,41.0,38.0,48.0,51.3,99.5,2.9,1.9,99.5,42.4,31.2,0.0,4.0
2022-02-24_01:15:57,27.8,29.8,49.0,38.0,37.0,40.0,49.0,46.6,55.8,27.1,2.9,100.0,40.0,28.5,0.0,4.0
2022-02-24_01:15:59,27.8,29.8,47.0,47.0,40.0,37.0,39.0,26.7,91.9,1.4,2.4,11.0,30.2,17.9,0.0,3.8
2022-02-24_01:16:01,27.8,29.8,47.0,47.0,40.0,37.0,38.0,26.2,100.0,1.4,1.5,1.9,30.1,17.8,0.0,3.7
2022-02-24_01:16:03,27.8,29.8,47.0,37.0,37.0,39.0,47.0,28.1,53.8,12.0,3.4,43.3,31.1,18.9,0.0,3.9
2022-02-24_01:16:05,27.8,29.8,49.0,38.0,37.0,37.0,49.0,26.1,2.4,0.5,0.5,100.0,29.6,17.5,0.0,3.7
2022-02-24_01:16:07,27.8,29.8,48.0,37.0,37.0,38.0,48.0,26.4,2.4,4.3,1.4,97.1,29.9,17.7,0.0,3.8
2022-02-24_01:16:09,27.8,29.8,48.0,39.0,48.0,37.0,38.0,27.9,3.4,100.0,6.7,1.9,30.6,18.4,0.0,3.7
2022-02-24_01:16:11,27.8,29.8,47.0,38.0,47.0,37.0,39.0,26.5,2.9,100.0,2.9,0.0,30.2,17.9,0.0,3.8
2022-02-24_01:16:13,27.8,29.8,48.0,37.0,37.0,42.0,48.0,28.3,5.8,53.4,4.3,49.3,30.7,18.6,0.0,3.8
2022-02-24_01:16:15,27.8,29.8,47.0,37.0,37.0,38.0,48.0,27.0,6.0,0.5,1.9,100.0,29.6,17.5,0.0,3.7
2022-02-24_01:16:17,27.8,29.8,45.0,37.0,45.0,39.0,42.0,27.4,1.9,9.0,4.8,95.2,30.0,17.8,0.0,3.8
2022-02-24_01:16:19,27.8,29.8,47.0,38.0,47.0,37.0,39.0,27.1,1.0,99.5,4.8,2.9,30.5,18.3,0.0,3.7
2022-02-24_01:16:22,27.8,29.8,46.0,39.0,46.0,37.0,39.0,26.1,1.4,100.0,1.5,0.5,29.9,17.6,0.0,3.7
2022-02-24_01:16:24,27.8,29.8,47.0,37.0,37.0,37.0,48.0,28.2,9.6,33.8,1.4,68.3,30.8,18.6,0.0,3.8
2022-02-24_01:16:26,27.8,29.8,50.0,38.0,37.0,36.0,48.0,26.2,1.4,1.9,1.0,100.0,29.7,17.5,0.0,3.8
2022-02-24_01:16:28,27.8,29.8,45.0,38.0,46.0,37.0,40.0,27.8,7.7,33.3,1.4,68.7,30.8,18.6,0.0,3.8
2022-02-24_01:16:30,27.8,29.8,46.0,38.0,45.0,39.0,39.0,26.6,1.5,100.0,3.4,1.0,30.2,17.8,0.0,3.7
2022-02-24_01:16:32,27.8,29.8,46.0,40.0,47.0,39.0,39.0,26.1,2.4,100.0,1.9,1.0,29.9,17.6,0.0,3.7
2022-02-24_01:16:34,27.8,29.8,48.0,38.0,37.0,36.0,48.0,27.9,6.7,12.1,2.0,89.9,30.6,18.5,0.0,3.8
2022-02-24_01:16:36,27.8,29.8,48.0,37.0,37.0,37.0,48.0,26.1,1.9,1.0,1.9,100.0,29.5,17.4,0.0,3.7
2022-02-24_01:16:38,27.8,29.8,49.0,49.0,48.0,38.0,40.0,33.4,31.4,26.3,3.8,71.5,33.2,21.3,0.0,3.8
2022-02-24_01:16:40,27.8,29.8,50.0,50.0,49.0,39.0,39.0,51.7,100.0,100.0,3.8,5.6,42.9,31.5,0.0,4.0
2022-02-24_01:16:42,27.8,29.8,52.0,52.0,50.0,41.0,40.0,51.7,99.5,99.5,2.4,5.6,42.9,31.5,0.0,4.0
2022-02-24_01:16:44,27.8,29.8,48.0,48.0,40.0,37.0,40.0,32.7,99.5,25.5,3.8,1.0,33.5,21.4,0.0,3.9
2022-02-24_01:16:47,27.8,29.8,48.0,48.0,40.0,36.0,40.0,26.2,100.0,1.0,0.5,2.9,30.0,17.7,0.0,3.7
2022-02-24_01:16:49,27.8,29.8,47.0,38.0,47.0,37.0,41.0,27.3,90.0,7.7,1.0,10.2,30.6,18.3,0.0,3.9
2022-02-24_01:16:51,27.8,29.8,47.0,40.0,47.0,38.0,39.0,27.0,1.4,100.0,1.0,5.3,30.6,18.3,0.0,3.8
2022-02-24_01:16:53,27.8,29.8,47.0,39.0,47.0,38.0,40.0,26.0,1.0,100.0,1.5,0.5,29.9,17.6,0.0,3.7
2022-02-24_01:16:55,27.8,29.8,48.0,37.0,37.0,37.0,48.0,28.2,2.4,37.6,1.9,71.3,30.8,18.6,0.0,3.8
2022-02-24_01:16:57,27.8,29.8,48.0,38.0,37.0,37.0,48.0,26.3,1.9,0.5,1.9,100.0,29.6,17.4,0.0,3.7
2022-02-24_01:16:59,27.8,29.8,46.0,38.0,38.0,46.0,39.0,27.9,2.4,6.8,36.5,65.2,30.9,18.7,0.0,3.8
2022-02-24_01:17:01,27.8,29.8,46.0,38.0,38.0,46.0,40.0,26.4,1.9,2.4,100.0,1.0,29.8,17.7,0.0,3.7
2022-02-24_01:17:03,27.8,29.8,46.0,37.0,38.0,46.0,39.0,27.5,1.4,3.3,100.0,6.0,30.1,17.8,0.0,3.7
2022-02-24_01:17:05,27.8,29.8,48.0,47.0,40.0,37.0,38.0,28.9,86.1,5.2,15.8,9.0,31.1,18.8,0.0,3.8
2022-02-24_01:17:07,27.8,29.8,47.0,47.0,39.0,36.0,39.0,26.6,100.0,1.4,3.3,1.0,30.0,17.7,0.0,3.7
2022-02-24_01:17:10,27.8,29.8,47.0,47.0,40.0,36.0,38.0,27.9,100.0,8.1,2.4,0.5,31.2,18.9,0.0,3.8
2022-02-24_01:17:12,27.8,29.8,49.0,49.0,40.0,35.0,39.0,26.2,100.0,2.4,1.5,1.0,30.2,17.9,0.0,3.8
2022-02-24_01:17:14,27.8,29.8,47.0,38.0,40.0,39.0,47.0,26.7,93.8,2.4,2.9,7.7,30.4,18.0,0.0,3.8
2022-02-24_01:17:16,27.8,29.8,47.0,37.0,37.0,37.0,47.0,26.1,1.0,1.4,1.9,100.0,29.7,17.5,0.0,3.7
2022-02-24_01:17:18,27.8,29.8,46.0,37.0,38.0,38.0,46.0,26.1,0.5,1.9,1.5,100.0,29.6,17.5,0.0,3.7
2022-02-24_01:17:20,27.8,29.8,47.0,38.0,37.0,40.0,48.0,28.2,2.9,7.2,1.9,100.0,30.7,18.6,0.0,3.8
2022-02-24_01:17:22,27.8,29.8,47.0,37.0,37.0,38.0,47.0,26.1,1.9,0.5,1.9,100.0,29.6,17.5,0.0,3.7
2022-02-24_01:17:24,27.8,29.8,50.0,39.0,50.0,47.0,41.0,31.6,1.4,24.5,23.9,76.8,32.5,20.5,0.0,3.9
2022-02-24_01:17:26,27.8,29.8,49.0,40.0,49.0,48.0,41.0,51.3,4.3,99.5,99.5,1.4,42.6,31.3,0.0,4.0
2022-02-24_01:17:28,27.8,29.8,49.0,40.0,49.0,49.0,41.0,51.7,4.3,99.5,100.0,3.8,42.8,31.4,0.0,4.0
2022-02-24_01:17:30,27.8,29.8,48.0,48.0,40.0,36.0,39.0,30.8,61.7,18.4,41.8,2.4,32.0,19.9,0.0,3.9
2022-02-24_01:17:32,27.8,29.8,48.0,48.0,39.0,37.0,38.0,26.4,100.0,1.4,2.4,1.0,30.1,17.7,0.0,3.7
2022-02-24_01:17:35,27.8,29.8,42.0,40.0,40.0,42.0,41.0,26.6,95.2,1.4,6.2,3.3,30.0,17.7,0.0,3.8
2022-02-24_01:17:37,27.8,29.8,48.0,36.0,38.0,38.0,48.0,28.6,1.9,3.8,12.2,97.1,30.6,18.5,0.0,3.7
2022-02-24_01:17:39,27.8,29.8,48.0,37.0,38.0,37.0,48.0,27.6,2.9,3.8,2.9,100.0,30.1,18.0,0.0,3.8
2022-02-24_01:17:41,27.8,29.8,47.0,47.0,40.0,37.0,39.0,27.9,39.9,3.4,6.3,62.1,30.8,18.6,0.0,3.8
2022-02-24_01:17:43,27.8,29.8,47.0,47.0,38.0,37.0,39.0,26.0,100.0,1.0,1.0,1.9,30.0,17.7,0.0,3.7
2022-02-24_01:17:45,27.8,29.8,48.0,48.0,39.0,35.0,39.0,26.8,99.0,1.4,1.0,5.7,30.2,17.8,0.0,3.8
2022-02-24_01:17:47,27.8,29.8,51.0,37.0,38.0,38.0,51.0,28.9,1.4,3.8,10.8,100.0,30.8,18.7,0.0,3.8
2022-02-24_01:17:49,27.8,29.8,49.0,36.0,38.0,38.0,49.0,26.3,0.5,1.4,2.9,100.0,29.5,17.4,0.0,3.7
2022-02-24_01:17:51,27.8,29.8,47.0,47.0,38.0,36.0,40.0,28.1,52.2,1.9,7.2,51.2,30.9,18.7,0.0,3.8
2022-02-24_01:17:53,27.8,29.8,47.0,47.0,40.0,37.0,39.0,26.2,100.0,1.5,1.4,0.5,30.1,17.7,0.0,3.7
2022-02-24_01:17:55,27.8,29.8,46.0,40.0,45.0,37.0,39.0,27.2,94.2,7.2,2.9,4.8,30.6,18.3,0.0,3.8
2022-02-24_01:17:57,27.8,29.8,45.0,40.0,46.0,37.0,39.0,27.0,2.4,99.5,1.5,3.9,30.3,18.0,0.0,3.7
2022-02-24_01:18:00,27.8,29.8,45.0,40.0,47.0,39.0,39.0,26.6,2.9,100.0,0.5,2.4,30.2,17.9,0.0,3.7
2022-02-24_01:18:02,27.8,29.8,47.0,40.0,47.0,37.0,38.0,28.0,2.4,100.0,2.9,6.3,31.0,18.8,0.0,3.8
2022-02-24_01:18:04,27.8,29.8,47.0,40.0,47.0,38.0,40.0,25.9,1.5,100.0,0.5,1.4,29.7,17.5,0.0,3.7
2022-02-24_01:18:06,27.8,29.8,47.0,47.0,40.0,37.0,39.0,28.3,21.6,86.5,2.4,2.9,30.9,18.6,0.0,3.8
2022-02-24_01:18:08,27.8,29.8,47.0,39.0,47.0,39.0,38.0,26.1,54.1,47.6,1.9,0.5,30.0,17.7,0.0,3.7
2022-02-24_01:18:10,27.8,29.8,47.0,38.0,47.0,37.0,41.0,26.3,1.0,100.0,0.5,3.3,30.0,17.7,0.0,3.7
2022-02-24_01:18:12,27.8,29.8,49.0,49.0,41.0,48.0,41.0,45.2,23.7,78.4,75.1,3.4,39.8,28.1,0.0,4.0
2022-02-24_01:18:14,27.8,29.8,49.0,49.0,42.0,48.0,40.0,51.1,98.6,2.4,99.5,2.4,42.6,31.3,0.0,4.0
2022-02-24_01:18:16,27.8,29.8,49.0,49.0,40.0,38.0,40.0,44.4,99.5,2.9,72.1,2.9,39.4,27.7,0.0,4.0
2022-02-24_01:18:18,27.8,29.8,47.0,47.0,40.0,36.0,39.0,26.1,100.0,1.0,1.0,1.9,30.0,17.6,0.0,3.7
2022-02-24_01:18:20,27.8,29.8,48.0,48.0,40.0,37.0,38.0,26.0,100.0,1.9,0.0,2.4,30.0,17.7,0.0,3.7
2022-02-24_01:18:22,27.8,29.8,49.0,37.0,39.0,38.0,49.0,28.1,44.2,1.5,2.9,63.5,31.0,18.7,0.0,3.9
2022-02-24_01:18:25,27.8,29.8,49.0,37.0,39.0,37.0,47.0,26.6,2.8,3.8,0.0,100.0,29.4,17.3,0.0,3.7
2022-02-24_01:18:27,27.8,29.8,48.0,48.0,41.0,37.0,40.0,28.8,20.9,10.0,2.4,82.7,30.8,18.7,0.0,3.8
2022-02-24_01:18:29,27.8,29.8,47.0,47.0,38.0,37.0,37.0,26.1,100.0,1.0,2.4,0.5,30.1,17.7,0.0,3.7
2022-02-24_01:18:31,27.8,29.8,46.0,46.0,40.0,36.0,40.0,26.2,100.0,1.4,1.0,1.9,30.1,17.7,0.0,3.7
2022-02-24_01:18:33,27.8,29.8,47.0,38.0,47.0,39.0,39.0,28.0,21.5,82.7,1.0,7.1,31.0,18.7,0.0,3.8
2022-02-24_01:18:35,27.8,29.8,46.0,39.0,46.0,38.0,39.0,26.7,1.0,100.0,2.4,2.9,30.2,18.0,0.0,3.7
2022-02-24_01:18:37,27.8,29.8,47.0,47.0,41.0,37.0,39.0,27.9,32.4,69.6,2.0,6.7,30.9,18.7,0.0,3.8
2022-02-24_01:18:39,27.8,29.8,47.0,47.0,40.0,38.0,39.0,26.3,100.0,1.0,1.9,2.4,30.4,18.2,0.0,3.7
2022-02-24_01:18:41,27.8,29.8,47.0,47.0,40.0,36.0,40.0,26.4,100.0,1.4,1.5,1.0,30.2,18.0,0.0,3.7
2022-02-24_01:18:43,27.8,29.8,47.0,38.0,46.0,38.0,39.0,28.0,17.9,85.0,2.0,7.2,31.0,18.8,0.0,3.8
2022-02-24_01:18:45,27.8,29.8,47.0,39.0,46.0,39.0,40.0,26.2,0.0,100.0,2.9,1.0,30.0,17.7,0.0,3.7
2022-02-24_01:18:47,27.8,29.8,48.0,48.0,40.0,37.0,39.0,28.0,67.0,40.5,3.4,1.5,31.1,18.8,0.0,3.8
2022-02-24_01:18:50,27.8,29.8,47.0,47.0,40.0,36.0,39.0,26.6,100.0,2.8,0.5,3.3,30.0,17.7,0.0,3.7
2022-02-24_01:18:52,27.8,29.8,43.0,41.0,39.0,43.0,40.0,27.7,96.2,2.9,7.6,3.4,30.6,18.2,0.0,3.9
2022-02-24_01:18:54,27.8,29.8,46.0,39.0,41.0,46.0,41.0,27.8,2.4,6.7,100.0,3.3,30.4,18.2,0.0,3.7
2022-02-24_01:18:56,27.8,29.8,46.0,37.0,39.0,46.0,40.0,26.1,1.4,0.0,100.0,1.9,29.6,17.4,0.0,3.7
2022-02-24_01:18:58,27.8,29.8,49.0,40.0,49.0,48.0,40.0,40.4,2.9,56.3,100.0,2.4,37.1,25.4,0.0,3.9
2022-02-24_01:19:00,27.8,29.8,51.0,39.0,41.0,51.0,50.0,51.3,1.9,4.8,99.5,98.6,42.3,31.0,0.0,4.0
2022-02-24_01:19:02,27.8,29.8,51.0,38.0,41.0,50.0,51.0,50.6,3.3,3.8,96.6,99.0,41.9,30.6,0.0,4.0
2022-02-24_01:19:04,27.8,29.8,48.0,48.0,40.0,37.0,40.0,26.5,93.7,2.4,1.4,8.6,30.3,17.9,0.0,3.8
2022-02-24_01:19:06,27.8,29.8,48.0,48.0,40.0,35.0,40.0,26.3,100.0,2.9,0.0,1.4,30.0,17.6,0.0,3.7
2022-02-24_01:19:08,27.8,29.8,48.0,37.0,39.0,48.0,41.0,28.7,61.1,9.6,37.0,7.5,31.2,18.9,0.0,3.9
2022-02-24_01:19:10,27.8,29.8,46.0,37.0,38.0,44.0,40.0,26.1,1.4,1.0,100.0,1.5,29.9,17.6,0.0,3.7
2022-02-24_01:19:12,27.8,29.8,45.0,38.0,41.0,47.0,40.0,26.4,1.9,1.9,100.0,1.4,29.8,17.6,0.0,3.7
