Time,"Acpitz,0","Acpitz,1",PackageId0,"Core0,Pkg0","Core1,Pkg0","Core2,Pkg0","Core3,Pkg0",Avg,Core 0,Core 1,Core 2,Core 3,package-0,"core,Pkg0","uncore,Pkg0","dram,Pkg0"
2022-03-17_05:19:01,27.8,29.8,52.0,46.0,47.0,52.0,46.0,29.2,6.2,5.3,100.0,5.4,31.2,18.9,0.0,5.2
2022-03-17_05:19:03,27.8,29.8,53.0,48.0,53.0,46.0,47.0,29.2,5.8,97.6,7.3,5.8,31.3,19.0,0.0,5.2
2022-03-17_05:19:05,27.8,29.8,53.0,47.0,53.0,45.0,47.0,29.1,5.3,100.0,5.4,4.9,31.4,19.1,0.0,5.2
2022-03-17_05:19:07,27.8,29.8,54.0,47.0,46.0,46.0,54.0,29.0,5.8,48.1,4.8,57.2,31.2,19.0,0.0,5.1
2022-03-17_05:19:09,27.8,29.8,54.0,48.0,53.0,47.0,46.0,28.6,4.9,45.9,4.9,58.7,31.2,19.0,0.0,5.2
2022-03-17_05:19:11,27.8,29.8,53.0,47.0,46.0,53.0,47.0,29.1,5.4,79.9,24.5,5.0,31.5,19.3,0.0,5.2
2022-03-17_05:19:13,27.8,29.8,53.0,47.0,46.0,53.0,46.0,28.9,3.9,5.3,100.0,5.4,31.2,19.0,0.0,5.2
2022-03-17_05:19:15,27.8,29.8,53.0,46.0,47.0,53.0,46.0,29.4,6.3,4.4,99.5,6.8,31.4,19.1,0.0,5.2
2022-03-17_05:19:17,27.8,29.8,54.0,44.0,45.0,45.0,54.0,28.7,4.4,4.0,7.3,97.1,30.9,18.7,0.0,5.2
2022-03-17_05:19:19,27.8,29.8,55.0,46.0,45.0,46.0,55.0,28.8,3.5,5.3,5.3,100.0,31.0,18.9,0.0,5.2
2022-03-17_05:19:21,27.8,29.8,54.0,54.0,46.0,44.0,45.0,28.7,51.2,5.8,4.9,53.6,31.2,19.0,0.0,5.2
2022-03-17_05:19:23,27.8,29.8,53.0,47.0,46.0,48.0,52.0,29.8,52.9,7.1,8.0,51.7,31.1,18.9,0.0,5.2
2022-03-17_05:19:26,27.8,29.8,53.0,46.0,47.0,45.0,54.0,29.5,6.7,4.9,7.2,99.5,30.9,18.8,0.0,5.2
2022-03-17_05:19:28,27.8,29.8,55.0,46.0,47.0,47.0,55.0,28.9,4.4,3.9,4.9,99.5,31.1,19.0,0.0,5.1
2022-03-17_05:19:30,27.8,29.8,53.0,47.0,45.0,47.0,53.0,28.8,11.7,4.9,5.3,93.8,31.0,19.0,0.0,5.2
2022-03-17_05:19:32,27.8,29.8,54.0,46.0,46.0,46.0,55.0,28.9,5.4,4.9,4.4,100.0,31.0,19.0,0.0,5.2
2022-03-17_05:19:34,27.8,29.8,54.0,45.0,45.0,46.0,54.0,28.8,4.9,4.9,3.9,99.5,30.9,18.8,0.0,5.1
2022-03-17_05:19:36,27.8,29.8,53.0,47.0,47.0,53.0,47.0,28.3,3.9,3.0,58.3,46.6,31.1,18.9,0.0,5.2
2022-03-17_05:19:38,27.8,29.8,53.0,46.0,47.0,52.0,47.0,28.8,5.4,5.3,99.5,3.5,31.1,18.9,0.0,5.2
2022-03-17_05:19:40,27.8,29.8,54.0,46.0,46.0,46.0,54.0,29.7,6.7,7.6,57.2,47.6,31.1,19.0,0.0,5.2
2022-03-17_05:19:42,27.8,29.8,54.0,46.0,46.0,46.0,54.0,29.7,6.3,5.8,5.8,100.0,31.0,18.9,0.0,5.2
2022-03-17_05:19:44,27.8,29.8,53.0,53.0,46.0,46.0,46.0,29.4,62.4,4.8,7.6,43.6,31.0,18.8,0.0,5.2
2022-03-17_05:19:46,27.8,29.8,54.0,54.0,47.0,45.0,45.0,29.0,100.0,4.8,5.3,4.4,31.3,19.0,0.0,5.1
2022-03-17_05:19:49,27.8,29.8,55.0,47.0,45.0,46.0,55.0,28.4,41.0,47.3,4.4,21.7,31.2,19.0,0.0,5.2
2022-03-17_05:19:51,27.8,29.8,54.0,54.0,47.0,45.0,48.0,28.2,65.5,3.9,3.4,39.7,31.2,19.0,0.0,5.2
2022-03-17_05:19:53,27.8,29.8,52.0,47.0,52.0,47.0,45.0,29.3,37.5,68.6,5.4,5.3,31.3,19.0,0.0,5.1
2022-03-17_05:19:55,27.8,29.8,54.0,54.0,46.0,44.0,47.0,28.8,71.8,33.2,3.9,4.4,31.2,19.0,0.0,5.2
2022-03-17_05:19:57,27.8,29.8,54.0,47.0,45.0,45.0,54.0,29.0,31.6,4.9,5.3,74.2,31.2,19.0,0.0,5.2
2022-03-17_05:19:59,27.8,29.8,52.0,49.0,52.0,45.0,46.0,28.9,4.9,64.4,3.9,41.3,31.3,19.1,0.0,5.2
2022-03-17_05:20:01,27.8,29.8,53.0,53.0,46.0,44.0,47.0,28.5,64.7,37.1,7.3,3.9,31.2,19.0,0.0,5.2
2022-03-17_05:20:03,27.8,29.8,53.0,46.0,46.0,53.0,46.0,29.1,5.4,4.9,100.0,5.8,31.3,19.2,0.0,5.1
2022-03-17_05:20:05,27.8,29.8,53.0,47.0,45.0,46.0,53.0,29.0,4.4,5.8,38.3,67.3,31.0,18.9,0.0,5.2
2022-03-17_05:20:07,27.8,29.8,53.0,49.0,53.0,45.0,46.0,28.7,4.4,72.0,4.9,33.0,31.4,19.2,0.0,5.2
2022-03-17_05:20:09,27.8,29.8,55.0,47.0,48.0,48.0,55.0,30.1,6.7,34.6,5.8,72.6,31.2,19.1,0.0,5.2
2022-03-17_05:20:12,27.8,29.8,53.0,53.0,46.0,45.0,48.0,29.6,49.3,7.6,4.4,57.4,31.3,19.1,0.0,5.2
2022-03-17_05:20:14,27.8,29.8,54.0,54.0,47.0,45.0,47.0,29.1,100.0,4.4,5.8,4.8,31.4,19.1,0.0,5.2
2022-03-17_05:20:16,27.8,29.8,54.0,54.0,47.0,46.0,46.0,29.3,99.5,6.2,4.4,6.7,31.4,19.1,0.0,5.2
2022-03-17_05:20:18,27.8,29.8,54.0,54.0,46.0,46.0,45.0,28.7,100.0,4.8,4.4,4.9,31.3,18.9,0.0,5.2
2022-03-17_05:20:20,27.8,29.8,53.0,53.0,48.0,45.0,45.0,29.1,99.5,5.4,5.3,4.4,31.4,19.1,0.0,5.2
2022-03-17_05:20:22,27.8,29.8,54.0,54.0,48.0,46.0,45.0,28.4,99.5,3.9,4.4,4.4,31.3,19.0,0.0,5.2
2022-03-17_05:20:24,27.8,29.8,52.0,47.0,52.0,46.0,47.0,29.1,27.5,77.5,5.8,4.4,31.3,19.1,0.0,5.1
2022-03-17_05:20:26,27.8,29.8,52.0,47.0,46.0,52.0,47.0,28.6,4.4,26.0,78.4,4.9,31.2,19.0,0.0,5.1
2022-03-17_05:20:28,27.8,29.8,52.0,46.0,47.0,52.0,47.0,29.0,5.4,3.5,99.5,5.8,31.2,19.1,0.0,5.2
2022-03-17_05:20:30,27.8,29.8,53.0,49.0,53.0,46.0,46.0,28.5,3.4,79.8,25.7,4.4,31.3,19.0,0.0,5.2
2022-03-17_05:20:32,27.8,29.8,53.0,47.0,46.0,53.0,46.0,29.1,5.8,24.6,80.3,4.9,31.1,18.9,0.0,5.1
2022-03-17_05:20:34,27.8,29.8,52.0,47.0,48.0,52.0,46.0,29.5,6.8,4.8,100.0,6.7,31.0,18.8,0.0,5.2
2022-03-17_05:20:37,27.8,29.8,54.0,47.0,45.0,45.0,54.0,28.5,5.8,3.9,21.5,82.2,31.1,19.0,0.0,5.2
2022-03-17_05:20:39,27.8,29.8,53.0,45.0,46.0,47.0,54.0,29.5,6.3,5.3,5.3,100.0,31.1,18.8,0.0,5.2
2022-03-17_05:20:41,27.8,29.8,54.0,46.0,45.0,46.0,54.0,28.4,4.9,4.4,3.9,99.5,30.9,18.8,0.0,5.2
2022-03-17_05:20:43,27.8,29.8,52.0,45.0,47.0,47.0,52.0,28.5,3.9,3.9,4.9,100.0,30.9,18.7,0.0,5.2
2022-03-17_05:20:45,27.8,29.8,52.0,45.0,46.0,52.0,47.0,28.6,3.9,4.4,47.1,58.5,30.9,18.7,0.0,5.2
2022-03-17_05:20:47,27.8,29.8,53.0,48.0,53.0,46.0,46.0,28.8,4.9,65.4,39.8,4.9,31.1,18.9,0.0,5.2
2022-03-17_05:20:49,27.8,29.8,54.0,54.0,46.0,45.0,45.0,28.8,88.0,17.0,3.9,4.9,31.3,19.0,0.0,5.1
2022-03-17_05:20:51,27.8,29.8,53.0,46.0,48.0,53.0,47.0,29.4,15.1,8.0,89.0,4.9,31.1,18.8,0.0,5.2
2022-03-17_05:20:53,27.8,29.8,53.0,45.0,46.0,53.0,47.0,29.8,5.8,7.6,100.0,6.3,31.2,19.0,0.0,5.2
2022-03-17_05:20:55,27.8,29.8,52.0,48.0,48.0,52.0,47.0,29.2,5.8,5.3,99.5,4.9,31.3,19.1,0.0,5.2
2022-03-17_05:20:57,27.8,29.8,53.0,48.0,53.0,45.0,45.0,29.0,5.8,53.9,50.7,5.7,31.3,19.0,0.0,5.2
2022-03-17_05:20:59,27.8,29.8,51.0,47.0,51.0,46.0,47.0,27.1,4.4,24.6,4.9,73.7,29.6,17.7,0.0,5.0
2022-03-17_05:21:02,27.8,29.8,52.0,48.0,52.0,46.0,46.0,29.3,4.9,99.5,5.8,6.2,31.5,19.2,0.0,5.1
2022-03-17_05:21:04,27.8,29.8,55.0,45.0,45.0,47.0,54.0,28.7,8.3,19.2,3.9,81.8,31.0,18.9,0.0,5.2
2022-03-17_05:21:06,27.8,29.8,53.0,49.0,53.0,46.0,47.0,29.0,5.8,85.6,4.4,19.8,31.1,19.0,0.0,5.1
2022-03-17_05:21:08,27.8,29.8,54.0,45.0,46.0,45.0,55.0,29.9,8.6,22.3,5.3,83.1,31.1,19.0,0.0,5.2
2022-03-17_05:21:10,27.8,29.8,55.0,45.0,46.0,45.0,54.0,29.6,5.9,8.0,4.9,99.5,31.1,19.0,0.0,5.2
2022-03-17_05:21:12,27.8,29.8,53.0,47.0,49.0,53.0,47.0,28.9,4.9,4.9,87.6,16.1,31.1,19.0,0.0,5.2
2022-03-17_05:21:14,27.8,29.8,53.0,47.0,47.0,53.0,47.0,28.9,5.8,4.4,100.0,4.9,31.2,19.0,0.0,5.2
2022-03-17_05:21:16,27.8,29.8,53.0,53.0,48.0,45.0,45.0,28.9,87.0,3.9,15.0,7.8,31.2,19.0,0.0,5.2
2022-03-17_05:21:18,27.8,29.8,53.0,45.0,48.0,53.0,47.0,28.6,13.7,4.9,90.9,4.3,31.3,18.9,0.0,5.2
2022-03-17_05:21:20,27.8,29.8,52.0,45.0,46.0,52.0,47.0,28.8,5.8,4.8,100.0,4.0,31.2,19.0,0.0,5.2
2022-03-17_05:21:22,27.8,29.8,54.0,48.0,47.0,54.0,47.0,28.9,4.4,4.9,99.5,5.3,31.2,18.9,0.0,5.2
2022-03-17_05:21:25,27.8,29.8,54.0,48.0,46.0,54.0,47.0,28.9,5.4,5.4,99.5,4.4,31.1,18.9,0.0,5.2
2022-03-17_05:21:27,27.8,29.8,55.0,45.0,45.0,47.0,54.0,29.2,5.3,5.8,11.5,93.3,31.0,18.9,0.0,5.2
2022-03-17_05:21:29,27.8,29.8,53.0,47.0,47.0,53.0,46.0,28.7,4.4,4.9,94.2,9.8,31.1,18.9,0.0,5.2
2022-03-17_05:21:31,27.8,29.8,54.0,47.0,47.0,47.0,54.0,28.8,5.9,4.4,9.7,95.2,31.1,19.0,0.0,5.2
2022-03-17_05:21:33,27.8,29.8,55.0,46.0,46.0,47.0,54.0,29.3,4.8,5.8,6.7,99.5,30.9,18.8,0.0,5.2
2022-03-17_05:21:35,27.8,29.8,54.0,45.0,46.0,45.0,54.0,29.4,4.4,6.7,7.1,100.0,30.9,18.8,0.0,5.2
2022-03-17_05:21:37,27.8,29.8,53.0,53.0,46.0,45.0,45.0,29.9,81.3,4.9,7.6,24.6,31.3,19.0,0.0,5.2
2022-03-17_05:21:39,27.8,29.8,53.0,54.0,46.0,46.0,46.0,29.0,100.0,4.9,4.4,5.8,31.4,19.2,0.0,5.2
2022-03-17_05:21:41,27.8,29.8,53.0,53.0,46.0,46.0,48.0,28.6,99.5,4.8,3.9,4.9,31.2,18.9,0.0,5.2
2022-03-17_05:21:43,27.8,29.8,52.0,45.0,47.0,51.0,49.0,29.2,4.9,5.3,99.5,5.4,31.2,19.1,0.0,5.2
2022-03-17_05:21:45,27.8,29.8,53.0,46.0,46.0,53.0,47.0,29.4,5.4,5.8,100.0,4.9,31.4,19.1,0.0,5.2
2022-03-17_05:21:47,27.8,29.8,52.0,46.0,46.0,52.0,47.0,29.8,7.2,6.8,99.5,5.8,31.4,19.2,0.0,5.2
2022-03-17_05:21:50,27.8,29.8,51.0,47.0,47.0,52.0,47.0,29.0,5.4,4.9,99.5,3.9,31.3,19.2,0.0,5.1
2022-03-17_05:21:52,27.8,29.8,54.0,53.0,52.0,52.0,53.0,29.0,4.4,4.9,100.0,6.2,31.2,18.9,0.0,5.2
2022-03-17_05:21:54,27.8,29.8,54.0,53.0,54.0,54.0,53.0,28.6,83.6,3.4,20.9,5.8,31.3,19.0,0.0,5.2
2022-03-17_05:21:56,27.8,29.8,55.0,53.0,54.0,54.0,54.0,28.7,99.5,5.3,3.5,4.9,31.4,19.1,0.0,5.2
2022-03-17_05:21:58,27.8,29.8,53.0,53.0,52.0,50.0,48.0,29.0,99.5,5.8,5.3,4.9,31.5,19.2,0.0,5.2
2022-03-17_05:22:00,27.8,29.8,51.0,49.0,50.0,49.0,47.0,28.8,95.2,8.8,4.4,6.3,31.3,19.0,0.0,5.2
2022-03-17_05:22:02,27.8,29.8,52.0,48.0,47.0,53.0,48.0,29.7,6.2,34.8,71.5,5.8,31.2,19.0,0.0,5.2
2022-03-17_05:22:04,27.8,29.8,53.0,47.0,48.0,47.0,53.0,29.2,4.4,6.7,93.8,12.1,31.2,19.0,0.0,5.1
2022-03-17_05:22:06,27.8,29.8,54.0,46.0,47.0,47.0,54.0,28.6,4.0,4.4,3.9,99.5,31.2,19.1,0.0,5.1
2022-03-17_05:22:08,27.8,29.8,54.0,47.0,46.0,46.0,54.0,29.2,7.2,4.9,4.4,100.0,31.1,19.0,0.0,5.2
2022-03-17_05:22:10,27.8,29.8,52.0,48.0,48.0,52.0,49.0,29.3,8.0,4.4,15.4,89.9,31.0,18.8,0.0,5.2
2022-03-17_05:22:12,27.8,29.8,54.0,49.0,54.0,46.0,47.0,28.9,24.0,15.0,70.9,5.3,31.2,18.9,0.0,5.2
2022-03-17_05:22:15,27.8,29.8,54.0,48.0,54.0,47.0,46.0,28.8,4.9,99.5,4.9,4.4,31.3,19.0,0.0,5.2
2022-03-17_05:22:17,27.8,29.8,53.0,48.0,53.0,46.0,46.0,28.7,4.5,100.0,4.4,3.9,31.3,19.0,0.0,5.2
2022-03-17_05:22:19,27.8,29.8,53.0,48.0,53.0,46.0,47.0,29.5,6.3,99.5,5.3,5.8,31.3,19.0,0.0,5.2
2022-03-17_05:22:21,27.8,29.8,54.0,48.0,46.0,45.0,55.0,28.6,4.9,86.1,3.9,18.8,31.3,18.9,0.0,5.2
2022-03-17_05:22:23,27.8,29.8,54.0,48.0,48.0,45.0,55.0,29.4,4.9,6.7,4.9,100.0,31.0,18.9,0.0,5.2
2022-03-17_05:22:25,27.8,29.8,54.0,47.0,47.0,48.0,55.0,29.4,6.7,4.8,5.3,99.5,31.1,19.0,0.0,5.1
2022-03-17_05:22:27,27.8,29.8,54.0,53.0,47.0,47.0,47.0,29.3,22.6,3.4,7.6,83.2,31.2,19.0,0.0,5.2
2022-03-17_05:22:29,27.8,29.8,54.0,54.0,46.0,46.0,46.0,28.5,100.0,3.0,4.9,4.4,31.5,19.2,0.0,5.2
2022-03-17_05:22:31,27.8,29.8,55.0,55.0,47.0,46.0,45.0,28.5,99.5,3.0,5.4,4.9,31.5,19.3,0.0,5.1
2022-03-17_05:22:33,27.8,29.8,54.0,54.0,46.0,46.0,45.0,29.0,100.0,4.9,4.9,3.9,31.5,19.2,0.0,5.1
2022-03-17_05:22:35,27.8,29.8,54.0,53.0,48.0,45.0,47.0,29.0,99.5,4.9,4.4,5.8,31.5,19.2,0.0,5.2
2022-03-17_05:22:38,27.8,29.8,54.0,46.0,45.0,46.0,54.0,28.7,78.6,5.4,7.8,23.0,31.3,19.0,0.0,5.2
2022-03-17_05:22:40,27.8,29.8,54.0,47.0,49.0,53.0,46.0,29.0,8.8,29.6,44.9,32.7,31.1,18.9,0.0,5.1
2022-03-17_05:22:42,27.8,29.8,54.0,54.0,48.0,45.0,47.0,28.7,93.8,5.3,10.1,4.9,31.3,19.0,0.0,5.2
2022-03-17_05:22:44,27.8,29.8,54.0,46.0,47.0,47.0,53.0,29.0,76.3,4.4,5.8,29.3,31.3,19.1,0.0,5.2
2022-03-17_05:22:46,27.8,29.8,53.0,47.0,47.0,45.0,53.0,28.9,4.9,4.9,4.4,99.5,31.2,19.0,0.0,5.2
2022-03-17_05:22:48,27.8,29.8,53.0,54.0,47.0,45.0,46.0,29.1,12.1,93.3,5.8,5.3,31.3,19.1,0.0,5.1
2022-03-17_05:22:50,27.8,29.8,54.0,47.0,48.0,47.0,54.0,28.9,73.9,4.4,6.2,30.1,31.1,18.8,0.0,5.2
2022-03-17_05:22:52,27.8,29.8,55.0,45.0,46.0,48.0,55.0,29.7,6.2,6.2,6.3,99.5,31.0,18.9,0.0,5.1
2022-03-17_05:22:54,27.8,29.8,53.0,45.0,45.0,47.0,53.0,29.0,5.3,5.7,4.9,100.0,31.0,18.9,0.0,5.2
2022-03-17_05:22:56,27.8,29.8,54.0,54.0,46.0,46.0,46.0,29.6,30.9,6.7,5.9,74.0,31.0,18.9,0.0,5.2
2022-03-17_05:22:58,27.8,29.8,55.0,55.0,47.0,45.0,47.0,28.9,100.0,4.0,4.4,5.4,31.5,19.2,0.0,5.2
2022-03-17_05:23:01,27.8,29.8,54.0,46.0,47.0,45.0,54.0,29.3,68.9,7.6,4.8,36.7,31.2,18.9,0.0,5.2
2022-03-17_05:23:03,27.8,29.8,52.0,48.0,52.0,46.0,47.0,29.8,6.2,77.1,7.1,28.2,31.1,18.9,0.0,5.2
2022-03-17_05:23:05,27.8,29.8,53.0,47.0,47.0,53.0,47.0,28.7,4.4,67.0,38.0,4.4,31.3,19.1,0.0,5.2
2022-03-17_05:23:07,27.8,29.8,54.0,48.0,46.0,46.0,54.0,28.9,4.9,4.4,66.3,39.6,31.1,19.0,0.0,5.2
2022-03-17_05:23:09,27.8,29.8,55.0,47.0,46.0,46.0,55.0,29.0,6.7,5.3,3.9,99.5,31.0,18.9,0.0,5.2
2022-03-17_05:23:11,27.8,29.8,51.0,51.0,48.0,45.0,47.0,28.9,10.8,4.4,4.9,93.3,31.0,18.9,0.0,5.2
2022-03-17_05:23:13,27.8,29.8,53.0,47.0,47.0,48.0,53.0,28.9,63.1,5.8,8.3,39.2,31.3,19.1,0.0,5.1
2022-03-17_05:23:15,27.8,29.8,52.0,47.0,48.0,52.0,47.0,29.2,6.8,57.2,40.2,12.3,31.2,19.1,0.0,5.2
2022-03-17_05:23:17,27.8,29.8,53.0,48.0,53.0,46.0,46.0,28.6,3.4,44.4,60.6,4.4,31.1,18.9,0.0,5.2
2022-03-17_05:23:19,27.8,29.8,53.0,48.0,53.0,47.0,46.0,29.0,5.3,99.5,5.8,4.9,31.3,19.0,0.0,5.2
2022-03-17_05:23:21,27.8,29.8,53.0,53.0,48.0,47.0,49.0,28.8,39.1,59.6,3.4,12.5,31.2,19.0,0.0,5.2
2022-03-17_05:23:24,27.8,29.8,54.0,53.0,48.0,45.0,46.0,29.1,99.5,5.8,4.4,5.3,31.3,19.0,0.0,5.2
2022-03-17_05:23:26,27.8,29.8,54.0,45.0,47.0,47.0,54.0,29.7,58.2,6.7,5.8,48.6,31.2,19.0,0.0,5.2
2022-03-17_05:23:28,27.8,29.8,52.0,46.0,48.0,52.0,47.0,29.6,30.4,7.2,47.8,32.4,31.2,19.1,0.0,5.2
2022-03-17_05:23:30,27.8,29.8,52.0,46.0,47.0,52.0,46.0,29.0,4.4,5.4,99.5,4.4,31.4,19.2,0.0,5.2
2022-03-17_05:23:32,27.8,29.8,52.0,46.0,48.0,52.0,47.0,28.9,4.9,5.3,100.0,5.4,31.2,19.0,0.0,5.2
2022-03-17_05:23:34,27.8,29.8,52.0,46.0,46.0,52.0,47.0,29.0,3.9,4.8,99.5,6.2,31.2,19.1,0.0,5.1
2022-03-17_05:23:36,27.8,29.8,54.0,48.0,54.0,45.0,46.0,29.3,6.3,48.5,52.9,9.7,31.2,19.0,0.0,5.2
2022-03-17_05:23:38,27.8,29.8,54.0,48.0,54.0,46.0,45.0,29.0,5.8,99.5,3.9,6.2,31.4,19.1,0.0,5.2
2022-03-17_05:23:40,27.8,29.8,53.0,47.0,53.0,46.0,47.0,28.8,4.4,100.0,3.9,4.9,31.4,19.2,0.0,5.2
2022-03-17_05:23:42,27.8,29.8,53.0,48.0,53.0,46.0,45.0,28.8,5.4,99.5,3.9,4.4,31.4,19.2,0.0,5.1
2022-03-17_05:23:44,27.8,29.8,54.0,54.0,48.0,45.0,46.0,28.8,36.6,49.3,23.0,5.8,31.2,19.0,0.0,5.2
2022-03-17_05:23:46,27.8,29.8,54.0,45.0,47.0,46.0,54.0,29.0,48.8,5.8,4.8,56.0,31.2,19.0,0.0,5.2
2022-03-17_05:23:49,27.8,29.8,53.0,48.0,53.0,46.0,46.0,29.6,5.4,61.2,6.8,45.2,31.5,19.4,0.0,5.2
2022-03-17_05:23:51,27.8,29.8,53.0,47.0,53.0,48.0,46.0,29.7,6.7,100.0,5.3,6.2,31.3,19.1,0.0,5.1
2022-03-17_05:23:53,27.8,29.8,53.0,48.0,53.0,46.0,47.0,29.5,4.9,99.5,7.1,6.7,31.3,19.0,0.0,5.2
2022-03-17_05:23:55,27.8,29.8,53.0,49.0,53.0,46.0,46.0,30.1,6.7,99.5,6.2,7.7,31.4,19.1,0.0,5.2
2022-03-17_05:23:57,27.8,29.8,53.0,49.0,53.0,46.0,46.0,28.9,5.8,100.0,5.3,4.9,31.3,19.0,0.0,5.2
2022-03-17_05:23:59,27.8,29.8,53.0,49.0,53.0,45.0,46.0,28.8,4.4,99.5,4.4,4.9,31.3,19.0,0.0,5.2
2022-03-17_05:24:01,27.8,29.8,53.0,49.0,53.0,47.0,46.0,29.1,5.9,100.0,4.8,4.8,31.3,19.1,0.0,5.2
2022-03-17_05:24:03,27.8,29.8,55.0,55.0,48.0,45.0,46.0,28.6,63.5,41.7,3.9,4.4,31.3,19.0,0.0,5.1
2022-03-17_05:24:05,27.8,29.8,53.0,49.0,53.0,45.0,47.0,28.8,34.5,70.2,4.9,5.3,31.3,19.1,0.0,5.2
2022-03-17_05:24:07,27.8,29.8,52.0,47.0,48.0,52.0,48.0,29.2,6.7,40.6,65.1,3.9,31.1,18.9,0.0,5.2
2022-03-17_05:24:09,27.8,29.8,54.0,51.0,46.0,46.0,53.0,29.7,7.2,5.8,47.1,58.5,31.1,19.0,0.0,5.2
2022-03-17_05:24:11,27.8,29.8,55.0,46.0,46.0,46.0,55.0,29.8,5.8,5.8,7.1,99.5,31.2,19.1,0.0,5.2
2022-03-17_05:24:14,27.8,29.8,54.0,54.0,47.0,46.0,47.0,28.8,15.6,3.9,5.3,89.0,31.0,18.9,0.0,5.2
2022-03-17_05:24:16,27.8,29.8,56.0,47.0,46.0,46.0,55.0,28.6,36.6,4.9,7.4,65.4,31.2,19.0,0.0,5.2
2022-03-17_05:24:18,27.8,29.8,54.0,46.0,47.0,46.0,54.0,29.1,6.2,5.3,4.4,100.0,31.0,18.8,0.0,5.2
2022-03-17_05:24:20,27.8,29.8,54.0,48.0,47.0,54.0,47.0,28.9,4.9,6.3,69.6,35.3,31.0,18.8,0.0,5.2
2022-03-17_05:24:22,27.8,29.8,53.0,46.0,48.0,54.0,49.0,28.8,4.8,4.4,99.5,5.9,31.2,18.9,0.0,5.2
2022-03-17_05:24:24,27.8,29.8,53.0,49.0,53.0,46.0,46.0,29.0,4.9,87.0,18.7,4.9,31.3,19.1,0.0,5.2
2022-03-17_05:24:26,27.8,29.8,53.0,46.0,53.0,46.0,46.0,27.1,4.4,93.8,4.8,4.4,30.1,18.0,0.0,5.0
2022-03-17_05:24:28,27.8,29.8,53.0,53.0,47.0,45.0,45.0,28.8,56.5,49.3,3.4,4.4,31.2,18.9,0.0,5.2
2022-03-17_05:24:30,27.8,29.8,53.0,47.0,53.0,46.0,46.0,28.9,39.7,66.3,3.9,4.9,31.3,19.0,0.0,5.1
2022-03-17_05:24:32,27.8,29.8,52.0,48.0,52.0,46.0,47.0,29.2,4.4,100.0,5.8,5.4,31.3,19.1,0.0,5.2
2022-03-17_05:24:34,27.8,29.8,52.0,47.0,52.0,47.0,46.0,29.7,4.8,99.5,6.2,8.0,31.4,19.1,0.0,5.2
2022-03-17_05:24:37,27.8,29.8,53.0,47.0,45.0,46.0,52.0,29.5,63.5,36.7,5.8,11.1,31.3,19.0,0.0,5.2
2022-03-17_05:24:39,27.8,29.8,53.0,48.0,53.0,46.0,46.0,29.6,5.9,75.6,7.1,30.1,31.3,19.1,0.0,5.2
2022-03-17_05:24:41,27.8,29.8,52.0,46.0,47.0,52.0,47.0,28.9,11.8,37.9,60.4,5.8,31.2,19.0,0.0,5.2
2022-03-17_05:24:43,27.8,29.8,54.0,47.0,54.0,46.0,47.0,29.1,4.9,51.9,53.6,4.9,31.3,19.1,0.0,5.2
2022-03-17_05:24:45,27.8,29.8,53.0,48.0,53.0,45.0,47.0,29.3,5.4,100.0,7.6,4.4,31.3,19.0,0.0,5.2
2022-03-17_05:24:47,27.8,29.8,52.0,46.0,48.0,52.0,47.0,29.5,5.3,90.0,16.7,6.2,31.3,19.0,0.0,5.2
2022-03-17_05:24:49,27.8,29.8,53.0,48.0,48.0,53.0,47.0,28.9,4.4,4.9,99.5,4.9,31.3,19.1,0.0,5.2
2022-03-17_05:24:51,27.8,29.8,54.0,47.0,54.0,47.0,48.0,28.3,4.4,74.4,29.9,3.9,31.3,19.0,0.0,5.2
2022-03-17_05:24:53,27.8,29.8,53.0,48.0,53.0,46.0,46.0,29.2,6.7,99.5,4.9,5.3,31.3,19.0,0.0,5.2
2022-03-17_05:24:55,27.8,29.8,54.0,53.0,48.0,45.0,48.0,28.9,77.0,28.8,3.4,5.3,31.3,19.0,0.0,5.2
2022-03-17_05:24:57,27.8,29.8,54.0,44.0,48.0,46.0,54.0,28.6,27.0,4.9,5.4,76.8,31.2,19.1,0.0,5.2
2022-03-17_05:24:59,27.8,29.8,54.0,45.0,46.0,47.0,54.0,28.8,5.3,4.4,4.0,99.5,31.0,18.9,0.0,5.1
2022-03-17_05:25:02,27.8,29.8,54.0,45.0,46.0,47.0,54.0,29.7,6.3,4.9,7.5,100.0,31.0,19.0,0.0,5.2
2022-03-17_05:25:04,27.8,29.8,55.0,46.0,47.0,46.0,55.0,29.3,5.9,4.4,6.3,99.5,31.0,18.9,0.0,5.2
2022-03-17_05:25:06,27.8,29.8,53.0,46.0,48.0,46.0,53.0,29.0,4.4,4.9,5.3,100.0,30.9,18.8,0.0,5.2
2022-03-17_05:25:08,27.8,29.8,52.0,47.0,49.0,52.0,47.0,28.7,36.2,5.3,51.5,22.7,31.1,18.9,0.0,5.2
2022-03-17_05:25:10,27.8,29.8,53.0,46.0,48.0,53.0,48.0,29.1,5.4,3.9,99.5,5.4,31.4,19.2,0.0,5.2
2022-03-17_05:25:12,27.8,29.8,52.0,47.0,49.0,52.0,48.0,28.9,5.8,3.9,100.0,4.4,31.2,19.0,0.0,5.2
2022-03-17_05:25:14,27.8,29.8,53.0,47.0,48.0,53.0,49.0,28.9,5.3,4.9,99.5,5.4,31.2,19.0,0.0,5.2
