Time,"Acpitz,0","Acpitz,1",PackageId0,"Core0,Pkg0","Core1,Pkg0","Core2,Pkg0","Core3,Pkg0",Avg,Core 0,Core 1,Core 2,Core 3,package-0,"core,Pkg0","uncore,Pkg0","dram,Pkg0"
2022-03-10_03:44:16,27.8,29.8,38.0,37.0,35.0,36.0,39.0,2.3,1.9,1.0,1.0,6.2,9.2,0.8,0.0,3.5
2022-03-10_03:44:18,27.8,29.8,38.0,37.0,36.0,35.0,37.0,2.2,1.4,0.5,1.5,4.7,8.9,0.5,0.0,3.5
2022-03-10_03:44:21,27.8,29.8,39.0,36.0,36.0,35.0,39.0,2.5,1.9,1.4,4.2,3.4,9.1,0.7,0.0,3.5
2022-03-10_03:44:23,27.8,29.8,39.0,37.0,36.0,35.0,38.0,2.8,2.9,1.9,1.9,3.9,9.5,1.0,0.0,3.6
2022-03-10_03:44:25,27.8,29.8,38.0,37.0,36.0,35.0,38.0,1.6,1.4,2.4,1.4,1.0,9.1,0.6,0.0,3.5
2022-03-10_03:44:27,27.8,29.8,38.0,38.0,36.0,36.0,37.0,2.8,1.4,4.3,1.9,2.9,9.1,0.7,0.0,3.5
2022-03-10_03:44:29,27.8,29.8,38.0,36.0,37.0,36.0,39.0,1.6,1.4,1.4,1.9,1.9,9.1,0.6,0.0,3.5
2022-03-10_03:44:31,27.8,29.8,39.0,36.0,37.0,35.0,39.0,1.9,1.9,0.5,2.4,2.4,9.2,0.7,0.0,3.5
2022-03-10_03:44:33,27.8,29.8,38.0,37.0,36.0,36.0,39.0,1.9,1.9,2.4,1.4,2.9,9.1,0.6,0.0,3.5
2022-03-10_03:44:35,27.8,29.8,38.0,37.0,37.0,35.0,39.0,2.2,1.9,1.9,2.4,1.5,9.0,0.6,0.0,3.5
2022-03-10_03:44:37,27.8,29.8,37.0,37.0,37.0,37.0,38.0,2.3,1.0,2.4,2.4,2.9,9.1,0.7,0.0,3.5
2022-03-10_03:44:39,27.8,29.8,39.0,37.0,37.0,36.0,38.0,2.0,1.9,2.4,1.4,2.9,9.1,0.6,0.0,3.5
2022-03-10_03:44:42,27.8,29.8,38.0,37.0,36.0,36.0,38.0,2.3,1.4,3.8,1.9,1.4,9.1,0.7,0.0,3.5
2022-03-10_03:44:44,27.8,29.8,38.0,37.0,36.0,36.0,39.0,2.0,1.4,2.9,2.4,2.4,9.0,0.5,0.0,3.5
2022-03-10_03:44:46,27.8,29.8,39.0,37.0,36.0,35.0,39.0,2.8,2.4,2.9,2.4,2.9,9.5,0.9,0.0,3.5
2022-03-10_03:44:48,27.8,29.8,38.0,36.0,36.0,35.0,37.0,1.7,1.0,1.0,3.4,1.9,9.0,0.5,0.0,3.5
2022-03-10_03:44:50,27.8,29.8,39.0,37.0,35.0,34.0,38.0,2.4,2.4,1.9,3.8,1.4,9.0,0.5,0.0,3.5
2022-03-10_03:44:52,27.8,29.8,37.0,37.0,36.0,36.0,38.0,2.8,3.4,2.4,2.9,1.9,9.3,0.8,0.0,3.5
2022-03-10_03:44:54,27.8,29.8,38.0,38.0,38.0,35.0,39.0,1.7,0.5,1.4,2.9,2.4,9.0,0.6,0.0,3.5
2022-03-10_03:44:56,27.8,29.8,38.0,37.0,38.0,34.0,37.0,3.2,3.8,3.3,2.4,2.8,9.0,0.5,0.0,3.5
2022-03-10_03:44:58,27.8,29.8,40.0,37.0,36.0,36.0,39.0,3.0,1.9,2.9,6.0,1.4,9.3,0.8,0.0,3.5
2022-03-10_03:45:00,27.8,29.8,38.0,36.0,36.0,35.0,38.0,2.4,1.9,2.9,3.3,1.4,9.0,0.5,0.0,3.5
2022-03-10_03:45:02,27.8,29.8,39.0,37.0,37.0,34.0,38.0,2.9,3.3,3.3,3.3,1.0,9.3,0.8,0.0,3.5
2022-03-10_03:45:05,27.8,29.8,38.0,37.0,37.0,36.0,38.0,2.3,3.3,2.9,2.4,1.0,9.0,0.6,0.0,3.5
2022-03-10_03:45:07,27.8,29.8,38.0,36.0,36.0,36.0,40.0,1.6,1.4,1.9,1.9,0.5,8.9,0.5,0.0,3.5
2022-03-10_03:45:09,27.8,29.8,38.0,37.0,38.0,36.0,38.0,2.3,2.9,1.9,2.4,2.4,9.3,0.8,0.0,3.5
2022-03-10_03:45:11,27.8,29.8,38.0,36.0,36.0,34.0,37.0,2.5,1.9,3.4,2.9,0.5,9.1,0.6,0.0,3.5
2022-03-10_03:45:13,27.8,29.8,38.0,37.0,36.0,35.0,37.0,1.7,2.4,1.4,1.4,2.4,9.0,0.5,0.0,3.5
2022-03-10_03:45:15,27.8,29.8,39.0,37.0,37.0,35.0,39.0,2.6,3.4,2.9,1.9,2.4,9.5,1.0,0.0,3.5
2022-03-10_03:45:17,27.8,29.8,39.0,37.0,37.0,37.0,39.0,1.7,0.5,1.9,2.4,1.9,9.0,0.5,0.0,3.5
2022-03-10_03:45:19,27.8,29.8,38.0,37.0,37.0,35.0,38.0,2.9,2.4,2.9,2.4,4.3,9.2,0.7,0.0,3.5
2022-03-10_03:45:21,27.8,29.8,39.0,37.0,37.0,36.0,39.0,1.8,1.9,2.4,1.0,2.4,9.1,0.6,0.0,3.5
2022-03-10_03:45:23,27.8,29.8,39.0,37.0,36.0,35.0,39.0,1.8,0.5,2.9,0.5,1.9,9.0,0.6,0.0,3.5
2022-03-10_03:45:25,27.8,29.8,38.0,37.0,35.0,35.0,38.0,3.1,3.3,4.8,2.9,1.9,9.4,0.9,0.0,3.5
2022-03-10_03:45:28,27.8,29.8,39.0,37.0,36.0,34.0,38.0,3.0,3.4,3.3,1.4,4.3,9.7,1.2,0.0,3.6
2022-03-10_03:45:30,27.8,29.8,38.0,36.0,36.0,36.0,39.0,2.0,1.9,1.9,1.4,2.4,9.0,0.6,0.0,3.5
2022-03-10_03:45:32,27.8,29.8,40.0,37.0,37.0,36.0,40.0,2.1,1.9,2.4,1.5,2.9,9.2,0.8,0.0,3.5
2022-03-10_03:45:34,27.8,29.8,39.0,37.0,37.0,35.0,38.0,2.2,2.4,1.0,1.9,3.8,8.9,0.5,0.0,3.5
2022-03-10_03:45:36,27.8,29.8,38.0,36.0,37.0,36.0,38.0,1.8,1.0,0.5,1.0,3.4,9.0,0.6,0.0,3.5
2022-03-10_03:45:38,27.8,29.8,37.0,37.0,37.0,36.0,38.0,2.5,2.9,2.4,1.0,3.9,9.5,1.0,0.0,3.6
2022-03-10_03:45:40,27.8,29.8,39.0,37.0,38.0,36.0,39.0,2.5,2.9,1.9,1.9,3.8,9.1,0.7,0.0,3.5
2022-03-10_03:45:42,27.8,29.8,38.0,37.0,37.0,35.0,36.0,1.9,2.9,1.9,1.0,1.9,9.0,0.6,0.0,3.5
2022-03-10_03:45:44,27.8,29.8,37.0,37.0,36.0,35.0,38.0,2.3,4.3,2.4,1.0,1.9,9.4,0.9,0.0,3.5
2022-03-10_03:45:46,27.8,29.8,38.0,37.0,37.0,34.0,38.0,1.8,3.4,1.9,1.0,1.0,8.9,0.5,0.0,3.5
2022-03-10_03:45:48,27.8,29.8,39.0,36.0,38.0,35.0,39.0,2.4,1.9,1.9,1.9,3.3,9.1,0.6,0.0,3.5
2022-03-10_03:45:51,27.8,29.8,38.0,36.0,37.0,35.0,37.0,1.7,2.9,1.0,2.4,0.5,9.0,0.5,0.0,3.5
2022-03-10_03:45:53,27.8,29.8,38.0,37.0,37.0,37.0,37.0,1.6,0.5,1.9,1.9,2.4,9.0,0.5,0.0,3.5
2022-03-10_03:45:55,27.8,29.8,38.0,36.0,37.0,36.0,38.0,2.4,3.8,1.9,1.9,2.4,9.3,0.8,0.0,3.5
2022-03-10_03:45:57,27.8,29.8,38.0,37.0,36.0,36.0,37.0,1.6,1.0,2.9,1.0,1.0,8.9,0.5,0.0,3.5
2022-03-10_03:45:59,27.8,29.8,38.0,37.0,36.0,35.0,38.0,1.9,2.4,2.9,1.0,1.9,8.9,0.5,0.0,3.5
2022-03-10_03:46:01,27.8,29.8,38.0,38.0,37.0,35.0,39.0,2.2,0.5,2.4,2.9,1.4,9.3,0.8,0.0,3.5
2022-03-10_03:46:03,27.8,29.8,40.0,37.0,35.0,36.0,39.0,2.0,1.4,1.4,4.7,1.0,9.0,0.5,0.0,3.5
2022-03-10_03:46:05,27.8,29.8,37.0,37.0,37.0,34.0,38.0,1.8,1.4,3.8,1.0,1.0,9.2,0.7,0.0,3.5
2022-03-10_03:46:07,27.8,29.8,38.0,37.0,37.0,35.0,38.0,2.4,2.4,2.9,1.0,2.4,9.1,0.6,0.0,3.5
2022-03-10_03:46:09,27.8,29.8,38.0,37.0,37.0,35.0,37.0,2.0,1.9,3.3,2.9,0.5,9.0,0.5,0.0,3.5
2022-03-10_03:46:11,27.8,29.8,39.0,37.0,38.0,35.0,38.0,2.4,2.4,4.2,1.9,1.9,9.2,0.8,0.0,3.5
2022-03-10_03:46:14,27.8,29.8,37.0,37.0,36.0,36.0,37.0,2.0,2.4,2.4,0.5,1.9,9.0,0.6,0.0,3.5
2022-03-10_03:46:16,27.8,29.8,38.0,37.0,37.0,34.0,39.0,1.9,2.4,1.4,2.4,1.4,9.1,0.7,0.0,3.5
2022-03-10_03:46:18,27.8,29.8,40.0,37.0,37.0,36.0,38.0,2.3,2.9,1.9,3.3,1.0,9.1,0.6,0.0,3.5
2022-03-10_03:46:20,27.8,29.8,39.0,36.0,37.0,35.0,39.0,2.0,3.4,1.4,1.5,2.4,9.0,0.6,0.0,3.5
2022-03-10_03:46:22,27.8,29.8,40.0,37.0,37.0,36.0,39.0,2.4,3.3,1.4,1.9,1.9,9.2,0.8,0.0,3.5
2022-03-10_03:46:24,27.8,29.8,40.0,37.0,38.0,36.0,40.0,2.2,2.4,3.3,1.9,2.4,9.1,0.6,0.0,3.5
2022-03-10_03:46:26,27.8,29.8,38.0,37.0,37.0,35.0,38.0,2.4,4.8,2.4,1.0,1.0,9.2,0.8,0.0,3.5
2022-03-10_03:46:28,27.8,29.8,38.0,37.0,37.0,37.0,39.0,1.8,2.9,0.5,2.9,1.4,9.0,0.5,0.0,3.5
2022-03-10_03:46:30,27.8,29.8,38.0,38.0,36.0,36.0,39.0,1.9,1.9,3.3,1.0,0.5,9.1,0.6,0.0,3.5
2022-03-10_03:46:32,27.8,29.8,38.0,37.0,36.0,36.0,40.0,2.3,2.4,2.9,1.9,1.9,9.1,0.7,0.0,3.5
2022-03-10_03:46:34,27.8,29.8,38.0,37.0,36.0,36.0,38.0,2.2,2.4,2.4,1.0,2.9,9.0,0.5,0.0,3.5
2022-03-10_03:46:37,27.8,29.8,37.0,37.0,37.0,36.0,39.0,2.4,2.9,3.3,1.4,1.9,9.3,0.8,0.0,3.5
2022-03-10_03:46:39,27.8,29.8,38.0,37.0,36.0,35.0,38.0,1.8,1.9,1.9,1.4,1.9,9.0,0.5,0.0,3.5
2022-03-10_03:46:41,27.8,29.8,38.0,37.0,36.0,34.0,39.0,1.9,1.9,2.4,1.9,1.9,9.1,0.6,0.0,3.5
2022-03-10_03:46:43,27.8,29.8,39.0,37.0,36.0,36.0,38.0,1.8,1.9,1.5,1.0,1.9,9.0,0.5,0.0,3.5
2022-03-10_03:46:45,27.8,29.8,38.0,37.0,36.0,36.0,38.0,2.4,1.9,3.3,1.4,2.8,9.0,0.6,0.0,3.5
2022-03-10_03:46:47,27.8,29.8,39.0,36.0,35.0,35.0,39.0,1.9,2.4,1.5,1.9,3.4,9.3,0.8,0.0,3.5
2022-03-10_03:46:49,27.8,29.8,39.0,37.0,36.0,34.0,39.0,1.9,1.9,0.0,1.4,2.4,9.0,0.5,0.0,3.5
2022-03-10_03:46:51,27.8,29.8,38.0,36.0,36.0,35.0,37.0,1.8,1.9,2.4,2.4,1.9,9.0,0.5,0.0,3.5
2022-03-10_03:46:53,27.8,29.8,39.0,36.0,36.0,34.0,38.0,2.8,1.5,1.9,5.2,2.4,9.3,0.8,0.0,3.5
2022-03-10_03:46:55,27.8,29.8,39.0,36.0,35.0,35.0,38.0,2.0,3.3,1.0,2.4,1.0,8.9,0.5,0.0,3.5
2022-03-10_03:46:57,27.8,29.8,38.0,36.0,36.0,35.0,37.0,1.8,2.9,1.0,1.9,1.4,9.0,0.6,0.0,3.5
2022-03-10_03:47:00,27.8,29.8,38.0,37.0,36.0,36.0,38.0,2.5,3.3,1.9,3.3,1.9,9.2,0.8,0.0,3.5
2022-03-10_03:47:02,27.8,29.8,38.0,37.0,37.0,34.0,38.0,1.9,2.4,2.9,1.4,0.5,9.0,0.6,0.0,3.5
2022-03-10_03:47:04,27.8,29.8,38.0,37.0,37.0,36.0,38.0,3.0,2.9,3.4,3.3,2.4,9.2,0.7,0.0,3.5
2022-03-10_03:47:06,27.8,29.8,38.0,37.0,36.0,35.0,38.0,2.0,1.9,3.4,1.4,1.4,9.0,0.6,0.0,3.5
2022-03-10_03:47:08,27.8,29.8,38.0,36.0,36.0,35.0,38.0,2.3,2.9,1.0,2.9,2.4,9.2,0.8,0.0,3.6
2022-03-10_03:47:10,27.8,29.8,38.0,37.0,36.0,35.0,38.0,2.4,2.4,2.4,3.3,1.9,9.1,0.6,0.0,3.5
2022-03-10_03:47:12,27.8,29.8,38.0,37.0,37.0,36.0,38.0,2.3,2.4,1.5,3.4,1.0,9.1,0.6,0.0,3.5
2022-03-10_03:47:14,27.8,29.8,39.0,37.0,37.0,35.0,39.0,2.5,2.4,2.4,3.8,1.9,9.1,0.7,0.0,3.5
2022-03-10_03:47:16,27.8,29.8,38.0,36.0,35.0,37.0,38.0,2.9,3.4,1.0,3.8,3.3,9.5,0.9,0.0,3.5
2022-03-10_03:47:18,27.8,29.8,38.0,37.0,36.0,35.0,39.0,2.5,1.4,1.0,4.8,2.4,9.1,0.7,0.0,3.5
2022-03-10_03:47:20,27.8,29.8,39.0,37.0,36.0,35.0,38.0,1.7,0.5,2.4,3.8,0.5,9.0,0.5,0.0,3.5
2022-03-10_03:47:23,27.8,29.8,38.0,36.0,36.0,35.0,39.0,1.7,2.4,1.0,2.5,1.0,9.2,0.7,0.0,3.5
2022-03-10_03:47:25,27.8,29.8,39.0,37.0,36.0,35.0,38.0,2.4,1.0,2.4,3.4,3.3,9.1,0.7,0.0,3.5
2022-03-10_03:47:27,27.8,29.8,38.0,36.0,36.0,35.0,38.0,1.9,1.9,1.4,2.9,1.4,9.0,0.5,0.0,3.5
2022-03-10_03:47:29,27.8,29.8,38.0,37.0,36.0,35.0,38.0,2.4,1.0,1.4,3.8,3.3,9.3,0.8,0.0,3.5
2022-03-10_03:47:31,27.8,29.8,38.0,37.0,37.0,36.0,38.0,2.0,1.4,1.0,2.4,3.3,9.2,0.8,0.0,3.5
2022-03-10_03:47:33,27.8,29.8,39.0,37.0,36.0,35.0,37.0,3.0,3.8,3.3,1.5,2.9,9.3,0.8,0.0,3.5
2022-03-10_03:47:35,27.8,29.8,38.0,37.0,37.0,37.0,39.0,3.1,6.9,1.9,2.4,1.9,9.0,0.5,0.0,3.5
2022-03-10_03:47:37,27.8,29.8,39.0,39.0,38.0,36.0,39.0,3.0,2.4,1.4,5.1,1.9,9.2,0.7,0.0,3.5
2022-03-10_03:47:39,27.8,29.8,39.0,37.0,37.0,35.0,37.0,2.7,2.9,2.8,1.4,3.8,9.1,0.6,0.0,3.5
2022-03-10_03:47:41,27.8,29.8,38.0,37.0,37.0,36.0,37.0,1.7,3.4,1.0,1.4,1.4,9.0,0.5,0.0,3.5
2022-03-10_03:47:43,27.8,29.8,39.0,36.0,37.0,35.0,38.0,1.8,2.4,1.9,1.4,1.9,9.0,0.5,0.0,3.5
2022-03-10_03:47:46,27.8,29.8,38.0,37.0,35.0,34.0,39.0,3.4,4.3,4.3,1.4,2.9,9.7,1.1,0.0,3.6
2022-03-10_03:47:48,27.8,29.8,39.0,37.0,36.0,35.0,37.0,2.4,3.3,4.2,1.4,0.5,9.1,0.6,0.0,3.5
2022-03-10_03:47:50,27.8,29.8,40.0,37.0,37.0,35.0,39.0,1.9,2.4,1.9,2.4,1.4,9.1,0.7,0.0,3.5
2022-03-10_03:47:52,27.8,29.8,39.0,37.0,37.0,34.0,39.0,2.2,1.9,1.9,1.4,3.3,9.2,0.7,0.0,3.5
2022-03-10_03:47:54,27.8,29.8,39.0,37.0,37.0,36.0,39.0,2.3,2.9,2.4,1.9,1.9,9.2,0.7,0.0,3.5
2022-03-10_03:47:56,27.8,29.8,39.0,37.0,37.0,36.0,38.0,2.0,0.5,1.9,2.4,1.9,9.1,0.6,0.0,3.5
2022-03-10_03:47:58,27.8,29.8,39.0,37.0,37.0,34.0,38.0,1.8,2.4,2.9,1.0,1.9,9.1,0.6,0.0,3.5
2022-03-10_03:48:00,27.8,29.8,39.0,37.0,36.0,35.0,38.0,1.9,2.4,2.4,1.4,1.0,9.1,0.7,0.0,3.5
2022-03-10_03:48:02,27.8,29.8,39.0,37.0,37.0,35.0,37.0,2.5,2.4,2.9,1.0,3.3,9.1,0.6,0.0,3.5
2022-03-10_03:48:04,27.8,29.8,39.0,37.0,36.0,34.0,39.0,2.2,3.3,1.9,1.9,1.4,9.1,0.7,0.0,3.5
2022-03-10_03:48:06,27.8,29.8,38.0,37.0,37.0,35.0,37.0,2.0,2.9,2.4,2.4,1.4,9.0,0.5,0.0,3.5
2022-03-10_03:48:09,27.8,29.8,39.0,36.0,36.0,35.0,39.0,3.1,4.8,1.4,3.8,2.4,9.5,0.9,0.0,3.5
2022-03-10_03:48:11,27.8,29.8,39.0,37.0,36.0,36.0,38.0,2.0,3.3,3.3,1.0,0.5,9.0,0.6,0.0,3.5
2022-03-10_03:48:13,27.8,29.8,39.0,38.0,37.0,35.0,39.0,1.6,1.9,1.0,1.4,1.9,9.0,0.6,0.0,3.5
2022-03-10_03:48:15,27.8,29.8,39.0,37.0,37.0,36.0,39.0,2.2,1.9,1.9,1.9,2.4,9.2,0.7,0.0,3.5
2022-03-10_03:48:17,27.8,29.8,39.0,37.0,36.0,35.0,38.0,2.3,3.3,3.3,1.4,1.0,9.2,0.7,0.0,3.5
2022-03-10_03:48:19,27.8,29.8,38.0,36.0,37.0,34.0,38.0,2.0,2.9,3.4,1.4,1.0,9.0,0.6,0.0,3.5
2022-03-10_03:48:21,27.8,29.8,39.0,36.0,36.0,35.0,38.0,2.2,1.4,3.8,1.0,1.9,9.1,0.7,0.0,3.5
2022-03-10_03:48:23,27.8,29.8,38.0,36.0,37.0,35.0,37.0,1.7,2.4,2.4,1.0,1.4,9.0,0.6,0.0,3.5
2022-03-10_03:48:25,27.8,29.8,38.0,36.0,36.0,35.0,38.0,2.7,3.8,3.8,1.4,1.0,9.1,0.6,0.0,3.5
2022-03-10_03:48:27,27.8,29.8,38.0,37.0,36.0,36.0,38.0,1.9,0.5,3.8,1.9,1.9,9.1,0.6,0.0,3.5
2022-03-10_03:48:29,27.8,29.8,38.0,37.0,37.0,35.0,37.0,2.4,2.9,3.3,1.9,1.9,9.2,0.7,0.0,3.5
2022-03-10_03:48:32,27.8,29.8,39.0,37.0,36.0,35.0,38.0,2.7,1.5,3.4,2.4,3.3,9.2,0.7,0.0,3.5
2022-03-10_03:48:34,27.8,29.8,40.0,37.0,36.0,35.0,40.0,2.0,1.9,2.4,1.9,2.4,9.2,0.7,0.0,3.5
2022-03-10_03:48:36,27.8,29.8,39.0,38.0,36.0,34.0,39.0,1.8,2.9,1.4,1.0,1.0,9.0,0.6,0.0,3.5
2022-03-10_03:48:38,27.8,29.8,38.0,37.0,36.0,36.0,37.0,2.3,3.4,1.4,2.4,2.4,9.4,0.9,0.0,3.5
2022-03-10_03:48:40,27.8,29.8,39.0,36.0,37.0,35.0,38.0,2.0,2.4,1.9,2.4,1.9,9.0,0.5,0.0,3.5
2022-03-10_03:48:42,27.8,29.8,39.0,37.0,36.0,35.0,39.0,1.6,1.0,2.4,2.9,0.5,9.0,0.6,0.0,3.5
2022-03-10_03:48:44,27.8,29.8,39.0,37.0,37.0,36.0,39.0,2.3,1.4,1.4,3.4,1.9,9.2,0.8,0.0,3.5
2022-03-10_03:48:46,27.8,29.8,38.0,37.0,36.0,35.0,38.0,1.9,1.0,1.0,3.4,2.4,9.0,0.5,0.0,3.5
2022-03-10_03:48:48,27.8,29.8,37.0,37.0,36.0,36.0,37.0,2.4,4.2,1.9,1.4,2.4,9.1,0.7,0.0,3.5
2022-03-10_03:48:50,27.8,29.8,38.0,36.0,36.0,36.0,39.0,1.9,1.5,1.9,1.4,2.9,9.1,0.7,0.0,3.5
2022-03-10_03:48:52,27.8,29.8,38.0,36.0,37.0,34.0,38.0,1.8,2.4,1.4,1.4,2.4,9.0,0.6,0.0,3.5
2022-03-10_03:48:55,27.8,29.8,38.0,37.0,36.0,36.0,38.0,2.3,2.9,1.9,1.9,1.0,9.3,0.8,0.0,3.5
2022-03-10_03:48:57,27.8,29.8,39.0,38.0,36.0,34.0,39.0,2.2,3.8,1.0,3.3,1.0,8.9,0.5,0.0,3.5
2022-03-10_03:48:59,27.8,29.8,38.0,38.0,36.0,36.0,39.0,1.7,2.4,1.4,1.9,1.0,9.0,0.6,0.0,3.5
2022-03-10_03:49:01,27.8,29.8,40.0,37.0,37.0,35.0,39.0,2.6,2.9,2.9,2.9,2.4,9.2,0.8,0.0,3.5
2022-03-10_03:49:03,27.8,29.8,39.0,36.0,36.0,35.0,39.0,2.4,2.4,2.9,3.3,0.5,9.0,0.6,0.0,3.5
2022-03-10_03:49:05,27.8,29.8,39.0,37.0,36.0,35.0,39.0,2.0,2.4,3.4,1.9,1.4,9.1,0.7,0.0,3.5
2022-03-10_03:49:07,27.8,29.8,38.0,37.0,37.0,36.0,38.0,2.0,1.9,3.4,1.9,0.5,9.1,0.7,0.0,3.5
2022-03-10_03:49:09,27.8,29.8,40.0,37.0,36.0,35.0,38.0,2.0,1.9,2.9,1.0,1.4,9.1,0.6,0.0,3.5
2022-03-10_03:49:11,27.8,29.8,39.0,37.0,36.0,36.0,37.0,2.9,1.4,4.8,2.9,3.3,9.5,0.9,0.0,3.5
2022-03-10_03:49:13,27.8,29.8,38.0,37.0,37.0,34.0,38.0,2.0,1.0,1.9,2.4,2.4,9.0,0.6,0.0,3.5
2022-03-10_03:49:15,27.8,29.8,39.0,37.0,35.0,37.0,38.0,1.7,1.4,2.4,1.9,1.0,9.0,0.6,0.0,3.5
2022-03-10_03:49:18,27.8,29.8,39.0,37.0,35.0,36.0,39.0,2.5,3.3,3.3,1.0,1.9,9.3,0.8,0.0,3.5
2022-03-10_03:49:20,27.8,29.8,38.0,36.0,36.0,36.0,37.0,1.6,0.5,1.4,3.3,1.4,9.0,0.6,0.0,3.5
2022-03-10_03:49:22,27.8,29.8,39.0,37.0,37.0,35.0,39.0,2.5,3.3,1.9,2.4,2.9,9.1,0.7,0.0,3.5
2022-03-10_03:49:24,27.8,29.8,39.0,37.0,36.0,36.0,37.0,1.9,1.0,2.4,2.0,1.9,9.2,0.7,0.0,3.5
2022-03-10_03:49:26,27.8,29.8,38.0,36.0,36.0,37.0,39.0,1.8,1.4,1.4,3.8,1.0,9.0,0.6,0.0,3.5
2022-03-10_03:49:28,27.8,29.8,38.0,37.0,37.0,36.0,39.0,2.6,1.4,2.8,2.9,2.9,9.2,0.7,0.0,3.5
2022-03-10_03:49:30,27.8,29.8,38.0,37.0,35.0,36.0,38.0,1.9,2.9,1.0,1.0,2.9,9.1,0.6,0.0,3.5
2022-03-10_03:49:32,27.8,29.8,38.0,36.0,37.0,36.0,38.0,2.4,3.3,1.9,3.3,1.4,9.3,0.8,0.0,3.5
2022-03-10_03:49:34,27.8,29.8,38.0,36.0,36.0,36.0,38.0,2.6,2.9,3.3,2.4,1.4,9.3,0.9,0.0,3.5
2022-03-10_03:49:36,27.8,29.8,38.0,36.0,37.0,37.0,38.0,2.3,2.9,1.4,2.4,3.3,9.2,0.7,0.0,3.5
2022-03-10_03:49:38,27.8,29.8,39.0,37.0,37.0,39.0,38.0,1.9,1.9,1.9,2.9,1.0,9.0,0.5,0.0,3.5
2022-03-10_03:49:41,27.8,29.8,38.0,37.0,36.0,37.0,38.0,2.2,1.0,1.4,3.4,2.4,9.0,0.6,0.0,3.5
2022-03-10_03:49:43,27.8,29.8,38.0,37.0,37.0,35.0,39.0,2.5,2.9,1.4,2.4,3.8,9.1,0.7,0.0,3.5
2022-03-10_03:49:45,27.8,29.8,39.0,37.0,37.0,36.0,38.0,1.8,1.0,2.9,1.4,1.5,9.0,0.6,0.0,3.5
2022-03-10_03:49:47,27.8,29.8,39.0,37.0,36.0,35.0,38.0,1.9,1.4,1.9,1.4,2.9,9.3,0.8,0.0,3.5
2022-03-10_03:49:49,27.8,29.8,40.0,37.0,37.0,36.0,39.0,1.8,0.5,3.8,1.4,1.9,9.1,0.6,0.0,3.5
2022-03-10_03:49:51,27.8,29.8,38.0,37.0,37.0,36.0,37.0,2.4,1.9,2.4,1.9,2.9,9.0,0.5,0.0,3.5
2022-03-10_03:49:53,27.8,29.8,38.0,37.0,35.0,37.0,38.0,1.9,2.9,1.0,1.4,1.9,9.0,0.6,0.0,3.5
2022-03-10_03:49:55,27.8,29.8,39.0,37.0,37.0,37.0,37.0,1.6,1.9,1.0,1.0,2.4,9.0,0.5,0.0,3.5
2022-03-10_03:49:57,27.8,29.8,39.0,37.0,37.0,36.0,39.0,2.6,1.4,5.2,1.4,2.4,9.2,0.7,0.0,3.5
2022-03-10_03:49:59,27.8,29.8,38.0,37.0,36.0,35.0,37.0,1.8,0.5,2.9,1.9,1.9,9.1,0.6,0.0,3.5
2022-03-10_03:50:01,27.8,29.8,38.0,37.0,37.0,36.0,38.0,1.7,1.0,2.9,1.4,1.4,9.0,0.6,0.0,3.5
2022-03-10_03:50:04,27.8,29.8,39.0,37.0,37.0,36.0,39.0,2.9,3.3,3.8,2.4,2.4,9.3,0.8,0.0,3.5
2022-03-10_03:50:06,27.8,29.8,38.0,37.0,37.0,37.0,37.0,2.0,2.4,3.4,1.4,1.4,9.0,0.6,0.0,3.5
2022-03-10_03:50:08,27.8,29.8,39.0,36.0,37.0,35.0,38.0,1.9,1.4,1.9,1.5,2.9,9.0,0.5,0.0,3.5
2022-03-10_03:50:10,27.8,29.8,38.0,37.0,37.0,37.0,38.0,3.2,1.4,3.4,2.9,4.8,9.8,1.3,0.0,3.6
2022-03-10_03:50:12,27.8,29.8,38.0,37.0,37.0,37.0,38.0,3.1,2.9,2.9,4.7,2.4,9.2,0.7,0.0,3.5
2022-03-10_03:50:14,27.8,29.8,38.0,37.0,35.0,36.0,38.0,2.4,2.9,1.9,1.9,2.8,9.0,0.6,0.0,3.5
2022-03-10_03:50:16,27.8,29.8,38.0,37.0,37.0,35.0,37.0,3.2,3.8,1.9,2.9,3.8,9.2,0.7,0.0,3.5
2022-03-10_03:50:18,27.8,29.8,38.0,38.0,36.0,36.0,37.0,3.1,1.4,1.9,5.6,3.8,9.0,0.6,0.0,3.5
2022-03-10_03:50:20,27.8,29.8,39.0,37.0,36.0,36.0,37.0,2.3,2.4,1.4,2.9,2.4,9.1,0.7,0.0,3.5
2022-03-10_03:50:22,27.8,29.8,38.0,37.0,36.0,36.0,38.0,2.0,1.0,1.0,3.4,2.4,9.1,0.6,0.0,3.5
2022-03-10_03:50:24,27.8,29.8,38.0,37.0,35.0,36.0,37.0,1.7,1.4,1.0,3.4,1.4,9.0,0.5,0.0,3.5
2022-03-10_03:50:27,27.8,29.8,38.0,38.0,36.0,36.0,39.0,3.0,2.9,3.8,1.9,3.4,9.3,0.9,0.0,3.5
2022-03-10_03:50:29,27.8,29.8,38.0,36.0,37.0,36.0,37.0,1.9,0.5,1.0,2.9,3.4,9.1,0.6,0.0,3.5
2022-03-10_03:50:31,27.8,29.8,40.0,37.0,36.0,36.0,38.0,2.8,2.4,1.9,1.4,4.3,9.2,0.8,0.0,3.5
